feature_id,header_mean_activation,you_mean_activation,combined_mean,header_active_prompts,you_active_prompts,claude_desc
18502,0.007080138195306,0.0244613084942102,0.0157707233447581,1,4,"Property names like ""name"" and ""title"" in code that reference entity identifiers in various programming languages and data structures."
75180,0.0039056737441569,0.0276031345129013,0.0157544041285291,1,4,"Punctuation marks, especially commas and quotation marks, often appearing at the end of phrases or sentences, along with common connector words and container terms (like ""box"" or ""machine""). The tokens frequently serve as sentence boundaries, delimit quotes, or connect clauses within technical or explanatory content."
75127,0.0083698825910687,0.0231283046305179,0.0157490936107933,2,1,"References to geographical location, nationality, or residence status of people, including where someone lives/lived, nationality descriptors, and associated possessive pronouns."
37037,0.0037524737417697,0.0277289282530546,0.0157407009974122,1,4,"Important domain-specific terminology and technical vocabulary within scientific, academic, or technical contexts."
55601,0.0252649579197168,0.0062128938734531,0.0157389258965849,6,1,"A special token denoting the beginning of a sequence or document, usually followed by the content of a text passage, article, code snippet, or other document."
123005,0.0114293498918414,0.0200319234281778,0.0157306366600096,3,2,"Punctuation marks (especially periods and commas) at the end of dialogue or quotations, often preceding closing quotation marks or speaker attribution."
101018,0.0101003311574459,0.0213507246226072,0.0157255278900265,2,2,"Punctuation marks (especially periods and commas) following emotional or introspective content, often at sentence endings where characters express feelings of alienation, anxiety, self-doubt, or yearning. The marked text frequently contains connecting words (""and"", ""due"", ""there"", ""me"", ""I"") that link personal emotional states to their causes or effects within narratives about characters' inner struggles."
61740,0.0200242288410663,0.0113876033574342,0.0157059160992503,3,1,"First-person expressions and connective phrases showing the author's mathematical reasoning process, particularly in contexts where they're working through problems or explaining their approach."
126568,0.0248504932969808,0.0065577453933656,0.0157041193451732,6,1,"IRC chat communications showing usernames in angle brackets and their corresponding messages, often featuring acknowledgments or responses between users."
50982,0.0040207933634519,0.0273514576256275,0.0156861254945397,1,4,"Important tokens that identify names of people, legal citations, programming constants, or sentence-ending punctuation that signals the conclusion of a substantive point or paragraph."
116450,0.0090494947507977,0.0222835484892129,0.0156665216200053,2,3,"Important contextual elements including major entities, relational words, descriptive modifiers, pronouns referencing key actors, and technical terms that provide crucial information for understanding the text."
113472,0.0163045264780521,0.0150061650201678,0.0156553457491099,4,2,"Conjunctive words (although, while, though) that introduce qualifying or contrastive statements in academic or technical writing, often found in sections discussing limitations or caveats."
67744,0.0033598374575376,0.0279446057975292,0.0156522216275334,1,3,"Whitespace or line breaks in code, often appearing between method or function definitions, class declarations, or in code alignment patterns. These spaces can appear as empty lines or horizontal spacing used to align elements in structured data or constants."
123997,0.0101897846907377,0.0211050007492303,0.015647392719984,2,2,"Words or phrases indicating the beginning of a document, statement, presentation, or process - typically appearing in contexts where something is being introduced or initiated."
86541,0.0241136010736227,0.0071772234514355,0.0156454122625291,5,1,"The use of phrases like ""we report"", ""in this case report"", ""the presence"", ""been"", ""shown that"", ""a"", ""the"", ""different"", ""special"" often appearing in academic or medical case report contexts, particularly near punctuation marks like commas or periods, and often introducing findings, observations, or descriptions in formal documentation."
54251,0.0219885557889938,0.0092987045645713,0.0156436301767826,5,1,"The ""bos"" token appears at the beginning of documents or text segments, functioning as a ""beginning of sequence"" marker that indicates where a new text or content block starts."
116085,0.007152437698096,0.0241139195859432,0.0156331786420196,2,3,"Technical formatting elements in scientific text, particularly those indicating relationships between values, groups, or measurements in experimental contexts."
101903,0.0190540999174118,0.0122002298012375,0.0156271648593246,5,1,"Common words and phrases that appear in technical, academic, or legal texts, often representing specific concepts within their domains like ""time specified"", ""positive observation"", ""assent"", ""taken"", ""order"", ""secre(ted)"", ""sera"", ""antibiotics"", ""threat"", ""leaks"", ""market"", ""available"", ""negotiations"", ""treaty"", ""antibody""."
78231,0.0054310667328536,0.0258232504129409,0.0156271585728973,1,4,"Markers that indicate the beginning or end of a response in online question-answer forums, often including colons, signature elements, or formatting indicators."
34255,0.0137896230444312,0.0174457654356956,0.0156176942400634,3,2,"Verbs and conjunctions that establish relationships between sentence elements, particularly in formal or academic writing where they connect clauses, introduce statements, or indicate logical relationships between subjects and actions."
13027,0.0038763252086937,0.0273524541407823,0.015614389674738,1,4,"Commas that separate a descriptive phrase from the main clause, often appearing before conjunctions like ""yet"" and ""but"" or after a qualifying phrase that provides additional information about a preceding noun."
7760,0.0172582454979419,0.0139624057337641,0.015610325615853,4,2,"Present tense linking verbs or verb phrases (are, is, have, should, follows, etc.) that connect subjects to predicates in academic or technical text."
77351,0.0128598511219024,0.0183387007564306,0.0155992759391665,3,3,"A period (""."") used at the end of a sentence or paragraph, often preceding a new thought, section, or paragraph break in formal or informational text."
100088,0.0058462037704885,0.0253337379544973,0.0155899708624929,1,3,"Words or phrases in academic/technical documents that signal the scope, purpose, or analytical approach of the research, often appearing in methodological sections or when explaining limitations and applications of the work."
89259,0.0042252303101122,0.02694783359766,0.0155865319538861,1,3,"Writing-related descriptors in book or article reviews, often describing an author, writer, or text's style, prose quality, or language characteristics."
130203,0.0036380405072122,0.027512801811099,0.0155754211591556,1,4,"Words that represent a significant change, challenge, or transition in a narrative. These include conceptual shifts, obstacles, aspirations, emotional states, or turning points that influence the direction of the story being told."
39552,0.0035315109416842,0.0276152733713388,0.0155733921565115,1,2,"Expressions of hope, wishes, prayers or desires for specific outcomes, often in personal reflections or commentary about uncertain future events."
30984,0.0146909235045313,0.0164537541568279,0.0155723388306796,1,2,"Variations of expressing importance in text, often appearing in contexts where personal values, beliefs, or emotional significance are being described, typically structured as ""[something] is important to [someone]"" or showing emotional closeness/meaning."
61054,0.0081126941367983,0.0230286568403244,0.0155706754885613,1,3,"Function words and phrases that connect ideas, often forming idiomatic expressions or introducing subtle concepts within informative or instructional text."
124486,0.0209857169538736,0.0101540302857756,0.0155698736198246,5,1,"Technical terminology or specialized vocabulary appearing in scientific, programming, or mathematical contexts, often representing specific variables, parameters, or domain-specific concepts."
55826,0.0075019705109298,0.0235856715589761,0.0155438210349529,2,3,"Words or phrases that represent specific, identifiable entities such as brands, products, technological terms, people, organizations, or geographic references. These are often proper nouns or technical terms that could be indexed or searched."
109884,0.0176530983299016,0.0134166488423943,0.015534873586148,4,2,Common function words and connecting elements that provide grammatical structure or introduce important content in sentences.
57836,0.0092932488769292,0.0217683538794517,0.0155308013781905,1,3,"Mathematical and programming notation, particularly array brackets, operators, and numerical expressions in computational contexts."
55958,0.0251398794353008,0.0058985124342143,0.0155191959347575,6,1,"A comment token signaling important implementation details, warnings or special considerations for developers, typically appearing in various comment syntax across different programming languages."
28236,0.0095401462167501,0.0214779842644929,0.0155090652406215,1,3,"Legal terminology related to defenses and justifications in court proceedings, especially around how defendants can claim exemption from liability or punishment based on specific legal grounds."
7914,0.0120388641953468,0.0189433060586452,0.015491085126996,1,3,"Imperative verbs at the beginning of sentences in technical or instructional content, particularly ""Consider"", ""Take"", ""Try"", ""Define"", ""Keep"", ""Look"", ""Choose"", ""Be"", ""Tell"", ""Come"", and similar directive words that introduce an instruction, example, or concept for the reader to follow."
78846,0.0120218908414244,0.018928600475192,0.0154752456583082,3,2,"Common grammatical function words (prepositions, articles, linking verbs) that connect elements in sentences, often appearing between noun phrases or clauses."
120226,0.0150712663307785,0.0158655624836683,0.0154684144072234,3,2,"Text elements following a specific pattern, often introducing comparative relationships, technical requirements, or necessary conditions, frequently followed by punctuation marks like periods or involving mathematical notation."
61076,0.0251512564718723,0.0057808081619441,0.0154660323169082,5,1,"Legal terminology describing physical locations, spatial relationships, and formal procedural language, particularly in contexts of criminal cases, patents, and geographical descriptions."
124196,0.0035092886537313,0.0274113789200782,0.0154603337869048,1,3,"Second-person pronouns (""you"") in promotional or instructional content that directly addresses the reader, often appearing with action verbs like ""want,"" ""get,"" ""save,"" ""arrange"" in contexts where the content is trying to persuade the reader to take some action or purchase something."
14916,0.0154872667044401,0.0154182100668549,0.0154527383856475,3,2,"Reference points, baseline conditions, or standard terminology used for comparison in scientific and technical writing."
74533,0.0253493916243314,0.0055560367181897,0.0154527141712605,5,1,"Text describing information containers (databases, lists, menus, schedules) and their functions or states, often appearing in technical documentation, reviews or reference materials."
8212,0.023986417800188,0.0069035766646265,0.0154449972324073,5,1,"Tokens that follow question words or appear in phrases asking about requirements, particularly in technical or product selection contexts (e.g., ""what do I need"", ""which to use"", ""best for"", ""optimal technique"", ""appropriate for"")."
51639,0.0045725922100245,0.0262917205691337,0.0154321563895791,1,3,"Reporting phrases and conditional statements within quoted or described speech that express assessments, status information, or connect parts of reported dialogue."
81029,0.0092800157144665,0.0215813964605331,0.0154307060874998,2,3,"Single letters, special characters, or short text segments that serve specific formatting or syntax functions in various contexts like code, scientific notation, or document formatting."
68138,0.0038803634233772,0.0269755981862545,0.0154279808048158,1,3,"Tokens that introduce or indicate examples in technical/scholarly writing, appearing in various languages (English, German, Spanish) and formats (abbreviations like ""e.g."", words like ""example"", ""instance"", or language-specific equivalents)."
6268,0.0218561813235282,0.008988669142127,0.0154224252328276,5,1,"Delimiters, separators, or operators in structured data formats including mathematical notation, code blocks, tables, discography entries, and clinical study descriptions."
48144,0.0087679345160722,0.0220579374581575,0.0154129359871149,2,3,"Phrases inviting audience input, feedback, or participation, often appearing in blog posts or websites where creators solicit reader engagement."
28935,0.0055699492804706,0.0251919273287057,0.0153809383045881,1,2,"Words or phrases that appear at the ending position of titles, headlines, quotes, or descriptive phrases."
91931,0.0109847160056233,0.019739719107747,0.0153622175566852,3,3,Technical terms related to server-side components and services in computing infrastructure logs and configuration files.
13898,0.0037272123154252,0.0269714929163455,0.0153493526158854,1,4,"The token ""bos"" marks the beginning of a new sequence or section of text across various document types and formats."
28620,0.0234330184757709,0.0072578713297843,0.0153454449027776,6,1,"The word ""community"" frequently appears in discussions about social and religious groups that provide belonging, identity, and shared values. Often discussed in contexts of faith traditions, family connections, cultural belonging, and supportive social networks that people identify with or seek to build."
97378,0.005512626376003,0.0251532029360532,0.0153329146560281,1,1,"Programming code elements, particularly variable references, method calls, array indexing syntax, and language translation-related parameters in various programming languages."
120318,0.0121310325339436,0.0185147728770971,0.0153229027055203,3,2,"Object instantiation with empty parameters, typically creating a new instance with default values which is then configured after creation."
65588,0.0116711976006627,0.0189658347517251,0.0153185161761939,3,3,"Words or phrases that function as significant content markers within specialized text, often representing locations, time periods, objects, or formatting elements positioned near punctuation or section transitions."
120259,0.0089402990415692,0.0216950271278619,0.0153176630847156,1,1,"Descriptions of weapons or weapon components, particularly firearms and their accessories, often appearing in legal or technical contexts like court documents, product descriptions, or security discussions."
103817,0.0108617944642901,0.019772557541728,0.015317176003009,1,3,"Tokens that represent key components or identifiers in technical contexts such as code snippets, API references, product names, or domain-specific terminology."
71837,0.0116279199719429,0.0189954824745655,0.0153117012232542,3,2,"Scientific terms, predominantly ""hemocytes"" (blood cells), alongside programming syntax whitespace, XML/markup closing tags, and occasional pronouns in document formatting."
31865,0.0037737793754786,0.026842450723052,0.0153081150492653,1,3,"References to the current work or study, often signaled by terms like ""is,"" ""was,"" ""makes,"" or pronouns like ""our,"" ""we,"" or ""this study,"" typically followed by a period, question mark, comma, or other punctuation marking a sentence or clause boundary."
64707,0.0117547279223799,0.0188473742455244,0.0153010510839521,3,3,"Numerical quantifiers and descriptive indicators within technical or scientific documentation that specify counts, proportions, or relationships between elements."
7413,0.0043820356950163,0.0262145083397626,0.0152982720173895,1,4,"Scientific or technical terminology appearing in formal documents like research papers, patents, or legal texts."
52389,0.009125554934144,0.0214680358767509,0.0152967954054474,2,3,"Words or phrases that serve as key technical terms or functional elements in formal writing, often appearing in legal documents, academic papers, or specialized discussions."
84997,0.0049083209596574,0.0256720799952745,0.0152902004774659,1,4,"Characters that appear in programming, mathematical equations or technical documents, often appearing at structurally important positions like between code blocks, mathematical formulas, or as special syntax characters (e.g., ""mid"", ""edge"", hyphenation markers, numeric values in tables, and punctuation like brackets and operators)."
111860,0.0049663046374917,0.0255493056029081,0.0152578051201999,1,4,"Expressions that serve as transitions, qualifiers, or important relational phrases in written text, often connecting ideas, introducing explanations, or indicating the writer's stance on a topic."
67344,0.0225079040974378,0.008006302639842,0.0152571033686399,6,1,"Words that reference specific events, incidents, or time periods, often appearing at the end of statements or before punctuation in narrative or descriptive contexts."
80011,0.0210308246314525,0.0094815632328391,0.0152561939321458,5,1,"References to creative or publishing projects like blogs, books, websites, and media collections that document or share experiences, often followed by a description of the project's purpose or content."
78997,0.0057375747710466,0.0247664656490087,0.0152520202100276,1,4,"Programming-related tokens appearing in specific technical contexts including SQL JOIN operations, Java annotations, mathematical notation sets, error handling variables, and code syntax elements."
71819,0.0100561678409576,0.0204418879002332,0.0152490278705954,2,3,"Hexadecimal values in programming constant definitions, typically appearing at the end of lines or as part of system constant declarations in Go code."
63554,0.0087273754179477,0.0217269957065582,0.0152271855622529,2,2,"Logical connectors or delimiters (like ""and"", ""combined with"", or commas) joining related elements in technical, mathematical, or programming contexts."
82482,0.0037647809367626,0.0266800746321678,0.0152224277844652,1,2,"Numbers, variable subscripts, and technical symbols in structured contexts like programming code, mathematical notation, and technical documentation."
18711,0.0072203413583338,0.0232208054512739,0.0152205734048038,1,3,"Identifier names, parameter variables, and field descriptors in programming code, particularly in C/C++ macro definitions, structure fields, and system call declarations."
63637,0.00719661032781,0.0232375096529722,0.0152170599903911,1,3,"Whitespace characters in digital text, particularly spaces that appear at section boundaries, before punctuation marks, or in reference formatting."
44773,0.0174314957112073,0.0129854250699281,0.0152084603905677,4,2,"Special syntax elements in programming code, particularly punctuation like parentheses, brackets, and operators at line endings or in control structures."
18526,0.0036373129114508,0.0267240777611732,0.015180695336312,1,3,"Words that appear at the end of a phrase, sentence, or idea component, often right before punctuation or a line break. These are frequently nouns, adjectives, or other content words that conclude a thought or syntactic unit."
59148,0.0120443841442465,0.0183013081550598,0.0151728461496531,1,2,"Short technical or scientific prefixes/segments that are parts of specialized terminology in academic, medical, or technical texts."
92414,0.0040304069407284,0.026313042268157,0.0151717246044427,1,2,"Special characters and symbols in programming code, mathematical formulas, or technical documentation that have specific semantic meaning in their context."
47082,0.0118986321613192,0.0184322278946638,0.0151654300279915,3,2,"Anatomical directional terms that specify the relative position of body parts, particularly ""contralateral"" (opposite side) and ""ipsilateral"" (same side), used in scientific or medical contexts."
19130,0.0167963858693838,0.0135187562555074,0.0151575710624456,3,2,"Sentence-ending elements including the final period, sometimes accompanied by the preceding words or phrase that complete the thought."
369,0.0240051317960023,0.0062875389121472,0.0151463353540748,6,1,"Punctuation marks (commas, periods, question marks) and common connecting words (but, why, which, is, to, in, of) that appear in complex sentence structures, often signaling transition points, subordinate clauses, or introducing explanatory phrases."
57578,0.0133242914453148,0.0169656965881586,0.0151449940167367,3,2,"Small connecting words and prepositions that link concepts in technical or academic writing, commonly appearing before explanations or lists of related items."
90611,0.0113223139196634,0.0189604070037603,0.0151413604617118,2,3,"Single words or short phrases that maintain continuity, comparisons, or relationships between different parts of technical text, often appearing in scientific papers, tables, or code."
13476,0.0036353971809148,0.0266458224505186,0.0151406098157167,1,4,"Words that negate or modify the meaning of statements, especially negations, contradictions, and qualifying terms that change the interpretation of technical, legal, or statistical information."
65571,0.0080147208645939,0.0222579482942819,0.0151363345794379,2,3,"Variables, field names, and method arguments that are being accessed or manipulated in programming code, particularly when used in string operations, array indexing, or object property access."
130916,0.0042888214811682,0.0259655397385358,0.015127180609852,1,3,"Technical terms and notation appearing in academic, scientific, and legal documents, often representing specific parameters, chemical compounds, mathematical symbols, or specialized vocabulary within their respective domains."
82210,0.0033127656206488,0.0269391369074583,0.0151259512640535,1,4,"Technical terms and command parameters in programming and system administration contexts, especially the ""mtime"" parameter used in find commands for filtering files by modification time."
13003,0.0150964651256799,0.0151488166302442,0.0151226408779621,3,2,"References to profanity, vulgar language, or content warnings about offensive language, often in formal contexts or content policies."
32008,0.0084666823968291,0.0217719264328479,0.0151193044148385,2,2,"End-of-statement markers such as periods, commas, or closing parentheses, as well as final words that complete a statement or sentence."
62311,0.0057626315392553,0.0244716834276914,0.0151171574834734,1,3,"Connective phrases that link concepts together, often containing prepositions or conjunctions that establish relationships between parts of a sentence."
100184,0.0094501366838812,0.0207610130310058,0.0151055748574435,2,3,"Technical terms and units of measurement in scientific/programming contexts, often appearing at syntactically or semantically important positions within technical documentation."
117639,0.0048162573948502,0.0253699664026498,0.01509311189875,1,2,"Punctuation marks and connecting words that form conditional expressions or provide important instructions in rule-based text, especially periods, commas, ""if"", ""to"", ""is"", ""for"", ""ways"", ""want"", and ""just"" that often appear at clause boundaries."
7843,0.0101181156933307,0.0200469270348548,0.0150825213640928,2,3,"Special syntax characters (punctuation marks and operators) that serve as delimiters or operators in programming code, mathematical notation, or markup languages."
86972,0.010420236736536,0.0197103843092918,0.0150653105229139,2,3,"Programming/code syntax elements such as function calls, method references, object properties, or delimiters in software programming contexts."
15096,0.0122914370149374,0.01783780567348,0.0150646213442087,2,2,"Words or phrases appearing before contexts that describe unrealized possibilities, potential, or opportunities for improvement. These tokens often precede comparisons between current and ideal states."
51673,0.003709205891937,0.0264112558215856,0.0150602308567613,1,4,"Punctuation marks (especially commas) in specialized technical text formats, often appearing in sequences of formatted data, mathematical expressions, or at line breaks in structured documents."
70317,0.0147069813683629,0.0153974639251828,0.0150522226467728,3,2,"Special terminology, technical vocabulary, or domain-specific terms that serve as key identifiers within their respective specialized contexts or documents."
125631,0.0038628389593213,0.0262403599917888,0.0150515994755551,1,4,"Words or phrases that describe negative events, problems, or deteriorating conditions, such as ""list"" of injuries, ""rains"" causing damage, ""hurricane"" destruction, ""contraindications,"" ""declining traffic,"" ""slowdown,"" ""bout of,"" ""what happened to,"" and ""systems may not"" function properly. These often appear in contexts describing disruptions, failures, or challenging circumstances."
50853,0.0243237223476171,0.0057753166183829,0.015049519483,6,1,"The token ""bos"" appearing between delimiter markers, which represents the beginning of a document or text segment. It often appears after a punctuation mark or whitespace and precedes the actual content of various document types including articles, code, questions, and other formatted text."
854,0.0112355444580316,0.0188582111150026,0.0150468777865171,3,2,"HTML, CSS, and JavaScript code snippets discussing web page structure, DOM manipulation, and hierarchical relationships between web elements."
123609,0.0072343242354691,0.0228398609906435,0.0150370926130563,1,3,"Opening or closing parentheses and commas that separate items in scientific notation, technical lists, or reference citations in academic/scientific text."
86768,0.0136683592572808,0.0164016876369714,0.0150350234471261,3,2,"Words like ""paper"", ""article"", ""posted"", ""simulation results"", ""weekend"", ""day"", ""weeks ago"", ""panel discussion"", ""public is invited"", ""members"", ""public are welcome"", ""goal"", ""school"", ""need"" that appear within text that announces, describes, or refers to published academic works, events, gatherings, or organizational purposes."
90178,0.0099282320588827,0.0201371014118194,0.015032666735351,2,3,"Technical or scientific terms and phrases that describe procedures, relationships, or concepts within formal academic or professional contexts."
62121,0.005606313701719,0.0244451388716697,0.0150257262866944,1,2,"Terminology describing opposing or reciprocal movements in legal proceedings and directional relationships, including legal terms like ""cross-claim"" and ""counterclaim"" in court documents, and phrases indicating bidirectional exchange or opposite movement like ""vice versa,"" ""both ways,"" or ""opposite direction."""
57974,0.0085973134264349,0.0214430578052997,0.0150201856158673,1,3,"Punctuation marks, grammatical suffixes, or specialized terms that appear in technical or academic writing, often at clause boundaries or in data structures."
84131,0.0164310988038778,0.0136063927784562,0.015018745791167,4,2,"Punctuation marks (periods or colons) that serve as transition points between explanatory text and subsequent quotations, citations, or new textual content in formal writing."
84035,0.0107092503458261,0.0193211790174245,0.0150152146816253,1,3,"Words that function as anaphoric references, connecting current statements to previously mentioned information in technical or academic text."
2136,0.011657390743494,0.0183682031929492,0.0150127969682216,2,2,"Technical terminology related to physical exercise routines, fitness programs, and workout instructions, particularly focusing on exercise types, techniques, and implementation."
68060,0.0041973972693085,0.025816923007369,0.0150071601383388,1,3,"Nouns that reference a specific entity or object previously introduced in the text, serving as the subject of further description or elaboration."
103308,0.0044709397479891,0.0255156550556421,0.0149932974018156,1,4,"Technical terminology, units, or named variants in formal/academic documents, often preceding punctuation or appearing in specific contextual patterns."
76898,0.0040741097182035,0.0258873328566551,0.0149807212874293,1,3,"Specific terminology or key terms appearing in scientific, technical, or subject-specific documents. These tokens often represent specialized vocabulary central to the topic being discussed (like anatomical terms, technical components, location names, or domain-specific concepts)."
97197,0.0038337770383805,0.026069737970829,0.0149517575046047,1,4,"Special characters between HTML-like tags that appear at paragraph breaks in structured text data. These often appear in documents, articles, or code snippets where character encoding or special formatting is used at transition points between content sections."
91428,0.0154872126877307,0.0144153479486703,0.0149512803182005,2,2,"Special characters and tokens that serve as operators, delimiters, or control sequences in programming languages, mathematical notation, and markup formats."
5857,0.0204171296209096,0.0094692008569836,0.0149431652389466,5,1,"Words that describe forceful, didactic, or authoritarian approaches that are being rejected or avoided, particularly in discussions about education, religion, parenting, or self-help content."
41270,0.0082598244771361,0.0216200519353151,0.0149399382062256,2,3,"Right angle brackets (>), often appearing at the end of mathematical expressions, code blocks, or table cells, sometimes representing closing elements in paired delimiters."
114092,0.0164222121238708,0.0134486621245741,0.0149354371242225,2,1,"Technical tokens representing variable names, function parameters, or specific entities within programming code, mathematical equations, or technical documentation."
79044,0.0179333724081516,0.0119351642206311,0.0149342683143913,3,1,"Tokens that appear in biographical information, including birth dates, personal pronouns, names, and punctuation used in formal identification of individuals."
123737,0.0219835378229618,0.0078767165541648,0.0149301271885633,5,1,"Punctuation marks and connecting words that appear in formal document introductions, particularly in academic papers, patents, and technical documents."
37088,0.0036776871420443,0.0261752009391784,0.0149264440406113,1,3,"Proper nouns, specialized terms, or specific entities that function as key identifiers or references within their respective contexts."
63033,0.0232107192277908,0.00663822889328,0.0149244740605354,5,1,"References to specific portions of text in documents, often indicating line numbers, sentences, or quoted passages that are being discussed, cited, or analyzed."
118926,0.0231856275349855,0.0066587296314537,0.0149221785832196,5,1,"Noun phrases and prepositional phrases describing physical spaces, containers, or equipment, often with accompanying descriptive modifiers."
73815,0.0210952255874872,0.0087469555437564,0.0149210905656218,4,1,"First-person pronouns in online comments, responses, and personal narratives that express the writer's views or feelings."
123135,0.0128436982631683,0.0169907379895448,0.0149172181263566,3,2,"Technical or academic text markers that indicate research findings, methodological assessments, or statistical relationships, often appearing near measurement terms or at conclusion points in scientific writing."
43067,0.0182007197290658,0.0116302147507667,0.0149154672399163,4,1,"References to messaging platforms (especially Slack) and their integration capabilities via APIs, webhooks, and bots in programming contexts."
28389,0.0036072556395083,0.026217782869935,0.0149125192547217,1,3,"Small connecting words and phrases that establish temporal relationships, transitions between ideas, or provide contextual connections within longer texts."
9951,0.0039760819636285,0.0258262995630502,0.0149011907633394,1,3,"Words that are part of formal names, titles, or designations, particularly when describing how entities were formerly known or are officially called."
4878,0.0218901503831148,0.007901263423264,0.0148957069031894,5,1,"The beginning characters of formatting or markup tags in technical text, particularly those used in HTML, markdown, or LaTeX typesetting contexts."
106069,0.0081395609304308,0.0216305032372474,0.0148850320838391,2,3,"Technical terms, acronyms, symbols, and field-specific terminology that appear in scientific publications, technical documentation, programming references, or academic texts."
46374,0.0156970843672752,0.0140591710805892,0.0148781277239322,3,1,"Grammatical errors in written text, particularly involving incorrect verb agreement/tense, improper pluralization, and punctuation mistakes at the end of sentences."
38123,0.0167111530900001,0.0130228707566857,0.0148670119233429,4,2,Punctuation marks (especially periods and commas) that terminate sentences or separate clauses within text.
114728,0.0136671615764498,0.0160568822175264,0.0148620218969881,2,2,"Common function words, technical terminology, or connecting phrases in scientific/technical documents that link conceptual elements or specify methodological details."
50460,0.00454838341102,0.0251618176698684,0.0148551005404442,1,3,"Function words and punctuation that create sentence structure in product reviews and technology comparisons, particularly when discussing Android tablets and competitive market positioning."
49701,0.0143843060359358,0.0153169650584459,0.0148506355471909,3,1,"End punctuation or grammatical markers that terminate paragraphs or sections of text, often followed by a new paragraph or text segment."
69208,0.0041593085043132,0.0255365706980228,0.014847939601168,1,2,"Words or phrases that establish relationships between entities, often in academic or technical contexts, particularly comparative terms, chemical notations, and specialized terminology."
23995,0.005359633360058,0.0243353676050901,0.0148475004825741,1,3,"Technical terminology and domain-specific words describing specialized processes or procedures across medical, business, scientific, and manufacturing fields."
64853,0.0043853218667209,0.0252854265272617,0.0148353741969913,1,4,"Legal text referencing prison inmates' experiences, particularly focusing on medical treatment, communication privileges, and interactions with authorities. The selected parts often describe a prisoner's status (defendant, inmate), their legal rights, incidents of mistreatment, or their requests for medical care, phone access, or other services while in custody."
114355,0.0039406307041645,0.025703776627779,0.0148222036659717,1,4,"Function calls, method accessors, and syntactic elements like underscores in programming code, often in contexts where an object is accessing a method or property via dot notation or where identifiers are being connected."
97238,0.0197044722735881,0.0099399229511618,0.014822197612375,5,1,"A comma appears at the end of a clause or phrase, often preceding direct quotations or introducing additional information about the subject previously mentioned."
5767,0.0063372170552611,0.0233032740652561,0.0148202455602586,1,3,"Specialized terminology appearing in formal documents such as legal texts, academic papers, news reports, and policy documents."
11881,0.0176580809056758,0.0119721069931983,0.0148150939494371,4,2,"Technical or specialized terminology appearing within academic, scientific or programming contexts, often representing variables, parameters, or specific technical concepts."
26384,0.0169746559113264,0.0126537317410111,0.0148141938261687,4,1,"Code syntax related to array operations like flattening, vectorizing, or accessing dimensions/sizes of multi-dimensional arrays in programming contexts, particularly in scientific computing, linear algebra, and data manipulation."
44471,0.0113231735303998,0.018303245306015,0.0148132094182074,3,3,"Technical terminology or syntax elements appearing in code, mathematical expressions, or scientific documentation."
1737,0.0107736494392156,0.0187793541699647,0.0147765018045902,3,2,"Specialized tokens in technical documents including variables in code/math notation, scientific terms in academic papers, and parameter names in configuration files."
64515,0.0168949738144874,0.01263980101794,0.0147673874162137,4,2,"A special token ""bos"" contained within triple angle brackets that marks the beginning of a new document section or content block in a text corpus."
101790,0.0104864342138171,0.0190427172929048,0.0147645757533609,2,3,"Conjunctions (especially ""but"" and ""and"") that link related clauses, often appearing with function words to create transitional phrases that connect contrasting ideas or add supplementary information."
43307,0.0228417441248893,0.0066527337767183,0.0147472389508038,6,1,"Words or phrases contained within quotation marks, often representing speech, written content, or technical terminology. The highlighted tokens typically appear just before closing quotation marks or represent key components within quoted material."
7758,0.0153019530698657,0.0141559233888983,0.014728938229382,4,2,"Function words and connective phrases that establish relationships between concepts, often including comparative terms (""than"", ""like""), qualifiers (""known"", ""other""), or punctuation that joins related clauses."
102581,0.0054214727133512,0.0240253340452909,0.014723403379321,1,3,"Various types of written documents or content formats including letters, manuals, pdf files, writing, publishing, print materials, pages, and other textual media that typically contain formal information."
13537,0.0036571812815964,0.0257835797965526,0.0147203805390745,1,3,"Common words or phrases that serve as connecting elements in technical or academic text, often linking to reference materials, sources, or establishing relationships between concepts (like ""of"", ""apply"", ""from"", ""known"", ""the same"", ""validated instruments"")."
64531,0.0114598581567406,0.017979547381401,0.0147197027690708,2,3,"Technical terminology or specialized vocabulary that appears in formal, scientific, or technical documents, often representing specific concepts, components, or units of measurement."
116422,0.0089564742520451,0.0204758998006582,0.0147161870263516,1,2,"Abstract nouns that provide a beneficial environment, opportunity, resource or conceptual means for an individual or group to achieve something, often in digital or social contexts."
112754,0.0040988521650433,0.0253310911357402,0.0147149716503918,1,4,"Words and phrases that serve structural or relational functions within text, including quantity indicators, object references, and connecting elements that organize or specify relationships between concepts."
118274,0.0173894502222538,0.0120396362617611,0.0147145432420074,4,2,"References to transcripts or transcribed content, typically indicating text that has been converted from spoken to written form in legal, academic, or media contexts."
37574,0.0035272813402116,0.0258725155144929,0.0146998984273523,1,3,"Domain-specific terms, names, or technical vocabulary that serve as key identifiers in specialized documents or classification systems."
128058,0.0179840996861457,0.0114137521013617,0.0146989258937537,3,2,"Punctuation marks and reference notation in structured document formats, particularly year citations and source attribution patterns."
107450,0.0051742615178227,0.0242101661860942,0.0146922138519585,1,2,"The token ""bos"" (beginning of stream) appears in HTML-style tags at the start of documents or text sections, often preceding new content blocks like questions, articles, or code snippets."
